Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
False,3,male,22.0,1,0,7.25,s
True,1,female,38.0,1,0,71.2833,c
True,3,female,26.0,0,0,7.925,s
True,1,female,35.0,1,0,53.1,s
False,3,male,35.0,0,0,8.05,s
False,3,male,,0,0,8.4583,q
False,1,male,54.0,0,0,51.8625,s
False,3,male,2.0,3,1,21.075,s
True,,nan,27.0,0,2,11.1333,nan
True,2,female,14.0,1,0,30.0708,c
True,,nan,4.0,1,1,16.7,nan
True,1,female,58.0,0,0,26.55,s
False,3,male,20.0,0,0,8.05,s
False,3,male,39.0,1,5,31.275,s
False,3,female,14.0,0,0,7.8542,s
True,2,female,55.0,0,0,16.0,s
False,3,male,2.0,4,1,29.125,q
True,2,male,,0,0,13.0,s
False,3,female,31.0,1,0,18.0,s
True,,nan,,0,0,7.225,nan
False,2,male,35.0,0,0,26.0,s
True,2,male,34.0,0,0,13.0,s
True,3,female,15.0,0,0,8.0292,q
True,1,male,28.0,0,0,35.5,s
False,3,female,8.0,3,1,21.075,s
True,3,female,38.0,1,5,31.3875,s
False,3,male,,0,0,7.225,c
False,1,male,19.0,3,2,263.0,s
True,3,female,,0,0,7.8792,q
False,3,male,,0,0,7.8958,s
False,1,male,40.0,0,0,27.7208,c
True,1,female,,1,0,146.5208,c
True,,nan,,0,0,7.75,nan
False,2,male,66.0,0,0,10.5,s
False,1,male,28.0,1,0,82.1708,c
False,1,male,42.0,1,0,52.0,s
True,3,male,,0,0,7.2292,c
False,3,male,21.0,0,0,8.05,s
False,3,female,18.0,2,0,18.0,s
True,3,female,14.0,1,0,11.2417,c
False,3,female,40.0,1,0,9.475,s
False,2,female,27.0,1,0,21.0,s
False,3,male,,0,0,7.8958,c
True,2,female,3.0,1,2,41.5792,c
True,3,female,19.0,0,0,7.8792,q
False,3,male,,0,0,8.05,s
False,3,male,,1,0,15.5,q
True,3,female,,0,0,7.75,q
False,3,male,,2,0,21.6792,c
False,3,female,18.0,1,0,17.8,s
False,3,male,7.0,4,1,39.6875,s
False,3,male,21.0,0,0,7.8,s
True,1,female,49.0,1,0,76.7292,c
True,2,female,29.0,1,0,26.0,s
False,1,male,65.0,0,1,61.9792,c
True,1,male,,0,0,35.5,s
True,,nan,21.0,0,0,10.5,nan
False,3,male,28.0,0,0,7.2292,c
True,2,female,5.0,1,2,27.75,s
False,3,male,11.0,5,2,46.9,s
False,3,male,22.0,0,0,7.2292,c
True,1,female,38.0,0,0,80.0,nan
False,1,male,45.0,1,0,83.475,s
False,3,male,4.0,3,2,27.9,s
False,1,male,,0,0,27.7208,c
True,3,male,,1,1,15.2458,c
True,2,female,29.0,0,0,10.5,s
False,3,male,19.0,0,0,8.1583,s
True,3,female,17.0,4,2,7.925,s
False,3,male,26.0,2,0,8.6625,s
False,2,male,32.0,0,0,10.5,s
False,3,female,16.0,5,2,46.9,s
False,2,male,21.0,0,0,73.5,s
False,3,male,26.0,1,0,14.4542,c
True,3,male,32.0,0,0,56.4958,s
False,3,male,25.0,0,0,7.65,s
True,2,male,1.0,0,2,29.0,s
True,,nan,30.0,0,0,12.475,nan
False,3,male,22.0,0,0,9.0,s
True,3,male,29.0,0,0,9.5,s
True,3,female,,0,0,7.7875,q
False,1,male,28.0,0,0,47.1,s
True,2,female,17.0,0,0,10.5,s
True,3,female,33.0,3,0,15.85,s
False,3,male,16.0,1,3,34.375,s
True,1,female,23.0,3,2,263.0,s
False,3,male,24.0,0,0,8.05,s
False,3,male,29.0,0,0,8.05,s
False,3,male,20.0,0,0,7.8542,s
False,1,male,46.0,1,0,61.175,s
False,3,male,26.0,1,2,20.575,s
False,3,male,59.0,0,0,7.25,s
False,1,male,71.0,0,0,34.6542,c
True,,nan,23.0,0,1,63.3583,nan
True,2,female,34.0,0,1,23.0,s
False,2,male,34.0,1,0,26.0,s
False,3,female,28.0,0,0,7.8958,s
False,1,male,21.0,0,1,77.2875,s
False,3,male,33.0,0,0,8.6542,s
False,3,male,37.0,2,0,7.925,s
False,3,male,28.0,0,0,7.8958,s
True,3,female,21.0,0,0,7.65,s
True,,nan,,0,0,7.775,nan
False,3,male,38.0,0,0,7.8958,s
True,3,female,,1,0,24.15,q
False,1,male,47.0,0,0,52.0,s
False,3,female,14.0,1,0,14.4542,c
False,3,male,22.0,0,0,8.05,s
False,3,female,20.0,1,0,9.825,s
False,3,female,17.0,0,0,14.4583,c
False,3,male,21.0,0,0,7.925,s
False,3,male,70.0,0,0,7.75,q
False,2,male,29.0,1,0,21.0,s
False,1,male,24.0,0,1,247.5208,c
False,3,female,2.0,4,2,31.275,s
False,2,male,21.0,2,0,73.5,s
False,2,male,32.0,1,0,30.0708,c
True,2,female,32.0,0,0,13.0,s
False,1,male,54.0,0,1,77.2875,s
True,,nan,12.0,1,0,11.2417,nan
False,3,male,,0,0,7.75,q
True,,nan,24.0,0,0,7.1417,nan
True,3,female,,1,1,22.3583,c
False,3,male,45.0,0,0,6.975,s
False,3,male,33.0,0,0,7.8958,c
False,3,male,20.0,0,0,7.05,s
False,3,female,47.0,1,0,14.5,s
False,2,male,25.0,0,0,13.0,s
False,2,male,23.0,0,0,15.0458,c
True,1,female,19.0,0,2,26.2833,s
False,1,male,37.0,1,0,53.1,s
False,3,male,16.0,0,0,9.2167,s
False,1,male,24.0,0,0,79.2,c
False,3,female,,0,2,15.2458,c
True,3,female,22.0,0,0,7.75,s
True,3,female,24.0,1,0,15.85,s
False,3,male,19.0,0,0,6.75,q
False,2,male,18.0,0,0,11.5,s
False,2,male,19.0,1,1,36.75,s
True,3,male,27.0,0,0,7.7958,s
False,3,female,9.0,2,2,34.375,s
False,2,male,36.0,0,2,26.0,s
False,2,male,42.0,0,0,13.0,s
False,2,male,51.0,0,0,12.525,s
True,1,female,22.0,1,0,66.6,s
False,3,male,56.0,0,0,8.05,s
False,3,male,40.0,0,2,14.5,s
False,3,male,,0,0,7.3125,s
False,1,male,51.0,0,1,61.3792,c
True,3,female,16.0,0,0,7.7333,q
False,3,male,30.0,0,0,8.05,s
False,3,male,,0,0,8.6625,s
False,3,male,,8,2,69.55,s
False,3,male,44.0,0,1,16.1,s
True,,nan,40.0,0,0,15.75,nan
False,3,male,26.0,0,0,7.775,s
False,3,male,17.0,0,0,8.6625,s
False,3,male,1.0,4,1,39.6875,s
True,3,male,9.0,0,2,20.525,s
True,,nan,,0,1,55.0,nan
False,3,female,45.0,1,4,27.9,s
False,1,male,,0,0,25.925,s
False,3,male,28.0,0,0,56.4958,s
False,1,male,61.0,0,0,33.5,s
False,3,male,4.0,4,1,29.125,q
True,3,female,1.0,1,1,11.1333,s
False,1,male,56.0,0,0,30.6958,c
False,3,male,18.0,1,1,7.8542,s
False,3,male,,3,1,25.4667,s
False,1,female,50.0,0,0,28.7125,c
False,2,male,30.0,0,0,13.0,s
False,3,male,36.0,0,0,0.0,s
False,3,female,,8,2,69.55,s
False,2,male,,0,0,15.05,c
False,3,male,9.0,4,2,31.3875,s
True,2,male,1.0,2,1,39.0,s
True,3,female,4.0,0,2,22.025,s
False,1,male,,0,0,50.0,s
True,3,female,,1,0,15.5,q
True,1,male,45.0,0,0,26.55,s
False,3,male,40.0,1,1,15.5,q
False,3,male,36.0,0,0,7.8958,s
True,,nan,32.0,0,0,13.0,nan
False,2,male,19.0,0,0,13.0,s
True,3,female,19.0,1,0,7.8542,s
True,2,male,3.0,1,1,26.0,s
True,1,female,44.0,0,0,27.7208,c
True,1,female,58.0,0,0,146.5208,c
False,3,male,42.0,0,1,8.4042,s
False,2,female,24.0,0,0,13.0,s
False,3,male,28.0,0,0,9.5,s
False,3,male,34.0,0,0,6.4958,s
False,3,male,46.0,0,0,7.225,c
True,3,male,18.0,0,0,8.05,s
False,3,female,2.0,0,1,10.4625,s
False,3,male,32.0,1,0,15.85,s
True,3,male,26.0,0,0,18.7875,c
True,3,female,16.0,0,0,7.75,q
True,,nan,40.0,0,0,31.0,nan
False,3,male,24.0,0,0,7.05,s
True,,nan,35.0,0,0,21.0,nan
False,3,male,22.0,0,0,7.25,s
False,3,male,,1,0,7.75,q
True,1,female,31.0,1,0,113.275,c
True,,nan,27.0,0,0,7.925,nan
False,2,male,42.0,1,0,27.0,s
True,,nan,32.0,0,0,76.2917,nan
False,2,male,30.0,0,0,10.5,s
True,3,male,16.0,0,0,8.05,s
False,2,male,27.0,0,0,13.0,s
False,3,male,51.0,0,0,8.05,s
True,,nan,38.0,1,0,90.0,nan
False,3,male,22.0,0,0,9.35,s
True,2,male,19.0,0,0,10.5,s
False,3,male,20.0,0,0,7.25,s
False,2,male,18.0,0,0,13.0,s
False,3,female,,3,1,25.4667,s
True,1,female,35.0,1,0,83.475,s
False,3,male,29.0,0,0,7.775,s
False,2,male,59.0,0,0,13.5,s
True,3,female,5.0,4,2,31.3875,s
False,2,male,24.0,0,0,10.5,s
False,3,female,,0,0,7.55,s
False,2,male,44.0,1,0,26.0,s
True,,nan,8.0,0,2,26.25,nan
False,2,male,19.0,0,0,10.5,s
False,2,male,33.0,0,0,12.275,s
False,3,female,,1,0,14.4542,c
False,2,male,29.0,0,0,10.5,s
False,3,male,22.0,0,0,7.125,s
False,3,male,30.0,0,0,7.225,c
False,1,male,44.0,2,0,90.0,q
False,3,female,25.0,0,0,7.775,s
True,,nan,24.0,0,2,14.5,nan
True,1,male,37.0,1,1,52.5542,s
False,2,male,54.0,1,0,26.0,s
False,3,male,,0,0,7.25,s
False,3,female,29.0,1,1,10.4625,s
False,1,male,62.0,0,0,26.55,s
False,3,male,30.0,1,0,16.1,s
False,3,female,41.0,0,2,20.2125,s
True,3,female,29.0,0,2,15.2458,c
True,1,female,,0,0,79.2,c
True,1,female,30.0,0,0,86.5,s
True,1,female,35.0,0,0,512.3292,c
True,,nan,50.0,0,1,26.0,nan
True,3,male,3.0,4,2,31.3875,s
False,1,male,52.0,1,1,79.65,s
False,1,male,40.0,0,0,0.0,s
False,3,female,,0,0,7.75,q
False,2,male,36.0,0,0,10.5,s
False,3,male,16.0,4,1,39.6875,s
True,3,male,25.0,1,0,7.775,s
True,1,female,58.0,0,1,153.4625,s
True,1,female,35.0,0,0,135.6333,s
False,1,male,,0,0,31.0,s
True,3,male,25.0,0,0,0.0,s
True,2,female,41.0,0,1,19.5,s
False,1,male,37.0,0,1,29.7,c
True,1,female,63.0,1,0,77.9583,s
False,3,female,45.0,0,0,7.75,s
False,2,male,,0,0,0.0,s
False,3,male,7.0,4,1,29.125,q
True,3,female,35.0,1,1,20.25,s
False,3,male,65.0,0,0,7.75,q
False,3,male,28.0,0,0,7.8542,s
False,3,male,16.0,0,0,9.5,s
True,3,male,19.0,0,0,8.05,s
False,1,male,,0,0,26.0,s
False,3,male,33.0,0,0,8.6625,c
True,3,male,30.0,0,0,9.5,s
False,3,male,22.0,0,0,7.8958,s
True,2,male,42.0,0,0,13.0,s
True,3,female,22.0,0,0,7.75,q
True,,nan,26.0,0,0,78.85,nan
True,1,female,19.0,1,0,91.0792,c
False,2,male,36.0,0,0,12.875,c
False,3,female,24.0,0,0,8.85,s
False,3,male,24.0,0,0,7.8958,s
False,3,male,24.0,0,0,7.2292,c
False,1,female,2.0,1,2,151.55,s
True,1,male,,0,0,30.5,s
True,1,female,50.0,0,1,247.5208,c
True,,nan,,2,0,23.25,nan
False,3,male,19.0,0,0,0.0,s
True,,nan,,0,0,12.35,nan
True,1,male,1.0,1,2,151.55,s
True,1,female,,0,0,110.8833,c
True,,nan,17.0,1,0,108.9,nan
False,2,male,30.0,1,0,24.0,c
True,1,female,30.0,0,0,56.9292,c
True,1,female,24.0,0,0,83.1583,c
True,,nan,18.0,2,2,262.375,nan
False,2,female,26.0,1,1,26.0,s
False,2,male,43.0,1,1,26.25,s
True,3,female,26.0,0,0,7.8542,s
True,,nan,24.0,1,0,26.0,nan
False,2,male,54.0,0,0,14.0,s
True,,nan,31.0,0,2,164.8667,nan
True,1,female,40.0,1,1,134.5,c
False,3,male,27.0,0,0,7.8958,s
True,2,female,30.0,0,0,12.35,q
True,2,female,22.0,1,1,29.0,s
True,1,female,36.0,0,0,135.6333,c
False,3,male,61.0,0,0,6.2375,s
True,,nan,36.0,0,0,13.0,nan
True,3,female,31.0,1,1,20.525,s
True,,nan,16.0,0,1,57.9792,nan
True,3,female,,2,0,23.25,q
False,1,male,46.0,0,0,28.5,s
False,1,male,38.0,0,1,153.4625,s
False,3,male,16.0,2,0,18.0,s
True,1,female,,1,0,133.65,s
False,1,male,29.0,1,0,66.6,s
True,1,female,41.0,0,0,134.5,c
True,3,male,45.0,0,0,8.05,s
False,1,male,45.0,0,0,35.5,s
True,2,male,2.0,1,1,26.0,s
True,1,female,24.0,3,2,263.0,s
False,2,male,28.0,0,0,13.0,s
False,2,male,36.0,0,0,13.0,s
True,2,female,24.0,0,0,13.0,s
True,2,female,40.0,0,0,13.0,s
True,3,female,,1,0,16.1,s
True,3,male,3.0,1,1,15.9,s
False,3,male,42.0,0,0,8.6625,s
False,3,male,23.0,0,0,9.225,s
False,1,male,,0,0,35.0,s
False,3,male,15.0,1,1,7.2292,c
False,3,male,25.0,1,0,17.8,s
True,1,female,22.0,0,1,55.0,s
False,2,female,38.0,0,0,13.0,s
True,,nan,,0,0,7.8792,nan
False,3,male,40.0,1,4,27.9,s
False,2,male,29.0,1,0,27.7208,c
False,3,female,45.0,0,1,14.4542,c
False,3,male,35.0,0,0,7.05,s
False,3,male,30.0,0,0,7.25,s
True,1,female,60.0,1,0,75.25,c
True,3,female,,0,0,7.2292,c
True,1,female,24.0,0,0,69.3,c
True,1,male,25.0,1,0,55.4417,c
False,3,male,18.0,1,0,6.4958,s
False,3,male,19.0,0,0,8.05,s
False,1,male,22.0,0,0,135.6333,c
False,3,female,3.0,3,1,21.075,s
True,,nan,,1,0,82.1708,nan
True,3,female,22.0,0,0,7.25,s
False,1,male,27.0,0,2,211.5,c
False,3,male,20.0,0,0,4.0125,c
False,3,male,19.0,0,0,7.775,s
True,,nan,42.0,0,0,227.525,nan
True,3,female,1.0,0,2,15.7417,c
False,3,male,32.0,0,0,7.925,s
True,1,female,35.0,1,0,52.0,s
False,2,male,18.0,0,0,73.5,s
False,3,male,1.0,5,2,46.9,s
True,2,female,36.0,0,0,13.0,s
False,3,male,,0,0,7.7292,q
True,2,female,17.0,0,0,12.0,c
True,,nan,36.0,1,2,120.0,nan
True,3,male,21.0,0,0,7.7958,s
False,3,male,28.0,2,0,7.925,s
True,1,female,23.0,1,0,113.275,c
True,3,female,24.0,0,2,16.7,s
False,3,male,22.0,0,0,7.7958,s
False,3,female,31.0,0,0,7.8542,s
False,2,male,46.0,0,0,26.0,s
False,2,male,23.0,0,0,10.5,s
True,2,female,28.0,0,0,12.65,s
True,,nan,39.0,0,0,7.925,nan
False,3,male,26.0,0,0,8.05,s
False,3,female,21.0,1,0,9.825,s
False,3,male,28.0,1,0,15.85,s
False,3,female,20.0,0,0,8.6625,s
False,2,male,34.0,1,0,21.0,s
False,3,male,51.0,0,0,7.75,s
True,2,male,3.0,1,1,18.75,s
False,3,male,21.0,0,0,7.775,s
False,3,male,,0,0,6.8583,q
True,1,female,33.0,1,0,90.0,q
True,3,male,44.0,0,0,7.925,s
False,3,female,,0,0,8.05,s
True,2,female,34.0,1,1,32.5,s
True,2,female,18.0,0,2,13.0,s
False,3,female,10.0,0,2,24.15,s
False,3,male,21.0,0,0,7.7333,q
False,3,male,29.0,0,0,7.875,s
False,3,female,28.0,1,1,14.4,s
False,3,male,18.0,1,1,20.2125,s
