Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
True,2,female,28.0,1,0,26.0,s
True,2,female,19.0,0,0,26.0,s
True,3,male,32.0,0,0,8.05,s
True,1,male,28.0,0,0,26.55,s
True,2,female,42.0,1,0,26.0,s
False,3,male,17.0,0,0,7.125,s
False,1,male,50.0,1,0,55.9,s
True,1,female,14.0,1,2,120.0,s
False,3,female,21.0,2,2,34.375,s
True,2,female,24.0,2,3,18.75,s
False,1,male,64.0,1,4,263.0,s
False,2,male,31.0,0,0,10.5,s
True,2,female,45.0,1,1,26.25,s
False,3,male,20.0,0,0,9.5,s
False,3,male,25.0,1,0,7.775,s
True,,nan,28.0,0,0,13.0,nan
True,,nan,,0,0,8.1125,nan
True,1,male,4.0,0,2,81.8583,s
True,2,female,13.0,0,1,19.5,s
True,1,male,34.0,0,0,26.55,s
True,,nan,5.0,2,1,19.2583,nan
True,1,male,52.0,0,0,30.5,s
False,2,male,36.0,1,2,27.75,s
False,3,male,,1,0,19.9667,s
False,1,male,30.0,0,0,27.75,c
True,,nan,49.0,1,0,89.1042,nan
True,3,male,29.0,0,0,7.8958,c
False,1,male,65.0,0,0,26.55,s
True,1,female,,1,0,51.8625,s
True,,nan,50.0,0,0,10.5,nan
True,,nan,48.0,0,0,26.55,nan
False,3,male,34.0,0,0,8.05,s
False,1,male,47.0,0,0,38.5,s
False,2,male,48.0,0,0,13.0,s
False,3,male,38.0,0,0,7.05,s
False,1,male,56.0,0,0,26.55,s
False,3,male,,0,0,7.725,q
True,3,female,1.0,2,1,19.2583,c
False,3,male,38.0,0,0,8.6625,s
True,2,female,33.0,1,2,27.75,s
True,2,female,23.0,0,0,13.7917,c
False,3,female,22.0,0,0,9.8375,s
False,1,male,,0,0,52.0,s
False,3,male,29.0,1,0,7.0458,s
False,3,male,22.0,0,0,7.5208,s
True,3,female,2.0,0,1,12.2875,s
False,3,male,9.0,5,2,46.9,s
False,3,male,50.0,0,0,8.05,s
True,3,female,63.0,0,0,9.5875,s
True,1,male,25.0,1,0,91.0792,c
True,1,female,35.0,1,0,90.0,s
False,1,male,58.0,0,0,29.7,c
True,3,male,9.0,1,1,15.9,s
False,3,male,21.0,0,0,7.25,s
False,1,male,55.0,0,0,30.5,s
False,1,male,71.0,0,0,49.5042,c
False,3,male,,0,0,14.4583,c
True,1,female,54.0,1,0,78.2667,c
False,3,male,,0,0,15.1,s
False,1,female,25.0,1,2,151.55,s
False,3,male,24.0,0,0,7.7958,s
False,3,female,21.0,0,0,7.75,q
False,3,female,,0,0,7.6292,q
False,3,female,37.0,0,0,9.5875,s
True,1,female,16.0,0,0,86.5,s
False,1,male,18.0,1,0,108.9,c
True,,nan,33.0,0,2,26.0,nan
True,1,male,,0,0,26.55,s
False,3,male,28.0,0,0,22.525,s
True,3,male,26.0,0,0,56.4958,s
True,3,male,29.0,0,0,7.75,q
True,1,male,36.0,0,0,26.2875,s
True,,nan,54.0,1,0,59.4,nan
False,3,male,24.0,0,0,7.4958,s
False,1,male,47.0,0,0,34.0208,s
True,2,female,34.0,0,0,10.5,s
False,3,male,,0,0,24.15,q
True,2,female,36.0,1,0,26.0,s
False,3,male,32.0,0,0,7.8958,s
True,1,female,30.0,0,0,93.5,s
True,,nan,44.0,0,1,57.9792,nan
False,3,male,,0,0,7.2292,c
False,3,male,40.0,0,0,7.75,q
True,2,female,50.0,0,0,10.5,s
False,1,male,,0,0,221.7792,s
False,3,male,39.0,0,0,7.925,s
False,2,male,23.0,2,1,11.5,s
True,2,female,2.0,1,1,26.0,s
False,3,male,17.0,1,1,7.2292,c
True,3,female,,0,2,22.3583,c
False,3,female,30.0,0,0,8.6625,s
True,2,female,7.0,0,2,26.25,s
False,1,male,45.0,0,0,26.55,s
True,1,female,30.0,0,0,106.425,c
False,3,male,,0,0,14.5,s
True,,nan,22.0,0,2,49.5,nan
True,1,female,36.0,0,2,71.0,s
False,3,female,9.0,4,2,31.275,s
False,3,female,11.0,4,2,31.275,s
True,2,male,32.0,1,0,26.0,s
False,1,male,50.0,1,0,106.425,c
False,1,male,64.0,0,0,26.0,s
True,2,female,19.0,1,0,26.0,s
True,2,male,,0,0,13.8625,c
False,3,male,33.0,1,1,20.525,s
True,2,male,8.0,1,1,36.75,s
True,1,male,17.0,0,2,110.8833,c
False,2,male,27.0,0,0,26.0,s
False,3,male,,0,0,7.8292,q
True,3,male,22.0,0,0,7.225,c
True,3,female,22.0,0,0,7.775,s
True,1,female,48.0,1,0,39.6,c
False,1,male,,0,0,227.525,c
True,1,female,39.0,1,1,79.65,s
True,3,female,36.0,1,0,17.4,s
False,3,male,40.0,0,0,7.8958,s
False,2,male,28.0,0,0,13.5,s
False,3,male,24.0,2,0,24.15,s
False,3,male,19.0,0,0,7.8958,s
False,3,female,29.0,0,4,21.075,s
True,3,male,32.0,0,0,7.8542,s
True,2,male,62.0,0,0,10.5,s
True,,nan,53.0,2,0,51.4792,nan
True,1,male,36.0,0,0,26.3875,s
False,3,male,16.0,0,0,8.05,s
False,3,male,19.0,0,0,14.5,s
True,2,female,34.0,0,0,13.0,s
True,1,female,39.0,1,0,55.9,s
False,3,female,,1,0,14.4583,c
True,3,male,32.0,0,0,7.925,s
True,,nan,25.0,1,1,30.0,nan
True,1,female,39.0,1,1,110.8833,c
False,2,male,54.0,0,0,26.0,s
False,1,male,36.0,0,0,40.125,c
False,3,male,,0,0,8.7125,c
True,1,female,18.0,0,2,79.65,s
False,2,male,47.0,0,0,15.0,s
True,1,male,60.0,1,1,79.2,c
False,3,male,35.0,0,0,7.125,s
True,,nan,52.0,1,0,78.2667,nan
False,3,male,47.0,0,0,7.25,s
False,3,female,,0,2,7.75,q
False,2,male,37.0,1,0,26.0,s
False,3,male,36.0,1,1,24.15,s
True,,nan,,0,0,33.0,nan
False,3,male,49.0,0,0,0.0,s
True,1,male,49.0,1,0,56.9292,c
True,2,female,24.0,2,1,27.0,s
False,1,male,,0,0,42.4,s
False,3,male,44.0,0,0,8.05,s
True,,nan,35.0,0,0,26.55,nan
False,3,male,36.0,1,0,15.55,s
False,3,male,30.0,0,0,7.8958,s
True,1,male,27.0,0,0,30.5,s
True,2,female,22.0,1,2,41.5792,c
True,1,female,40.0,0,0,153.4625,s
False,3,female,39.0,1,5,31.275,s
False,3,male,,0,0,7.05,s
True,2,female,24.0,1,2,65.0,s
False,3,male,34.0,1,1,14.4,s
False,3,female,26.0,1,0,16.1,s
True,2,female,4.0,2,1,39.0,s
False,2,male,26.0,0,0,10.5,s
False,3,male,27.0,1,0,14.4542,c
True,1,male,42.0,1,0,52.5542,s
True,3,male,20.0,1,1,15.7417,c
False,3,male,21.0,0,0,7.8542,s
False,3,male,21.0,0,0,16.1,s
False,1,male,61.0,0,0,32.3208,s
False,2,male,57.0,0,0,12.35,q
True,1,female,21.0,0,0,77.9583,s
False,3,male,26.0,0,0,7.8958,s
False,3,male,,0,0,7.7333,q
True,1,male,80.0,0,0,30.0,s
False,3,male,51.0,0,0,7.0542,s
True,1,male,32.0,0,0,30.5,c
False,1,male,,0,0,0.0,s
False,3,female,9.0,3,2,27.9,s
True,2,female,28.0,0,0,13.0,s
False,2,male,31.0,1,1,26.25,s
False,3,female,41.0,0,5,39.6875,s
False,3,male,,1,0,16.1,s
False,3,female,2.0,3,2,27.9,s
True,3,male,,0,0,56.4958,s
True,1,male,48.0,1,0,76.7292,c
True,,nan,56.0,0,0,35.5,nan
False,3,male,,0,0,7.55,s
True,,nan,23.0,0,0,7.55,nan
True,2,female,18.0,0,1,23.0,s
False,3,male,21.0,0,0,8.4333,s
True,3,female,,0,0,7.8292,q
False,3,female,18.0,0,0,6.75,q
False,2,male,24.0,2,0,73.5,s
False,3,female,32.0,1,1,15.5,q
False,2,male,23.0,0,0,13.0,s
False,1,male,58.0,0,2,113.275,c
True,,nan,50.0,2,0,133.65,nan
False,3,male,40.0,0,0,7.225,c
False,1,male,47.0,0,0,25.5875,s
False,3,male,36.0,0,0,7.4958,s
True,3,male,20.0,1,0,7.925,s
False,2,male,32.0,2,0,73.5,s
False,3,male,,0,0,7.775,s
False,3,male,43.0,0,0,8.05,s
True,1,female,,1,0,52.0,s
True,2,female,40.0,1,1,39.0,s
False,1,male,31.0,1,0,52.0,s
False,2,male,70.0,0,0,10.5,s
True,2,male,31.0,0,0,13.0,s
False,3,male,18.0,0,0,7.775,s
True,3,female,18.0,0,0,9.8417,s
False,3,female,43.0,1,6,46.9,s
True,1,male,36.0,0,1,512.3292,c
False,3,female,,0,0,8.1375,q
True,1,male,27.0,0,0,76.7292,c
False,3,male,20.0,0,0,9.225,s
False,3,male,14.0,5,2,46.9,s
False,2,male,60.0,1,1,39.0,s
False,2,male,25.0,1,2,41.5792,c
False,3,male,14.0,4,1,39.6875,s
False,3,male,19.0,0,0,10.1708,s
False,3,male,18.0,0,0,7.7958,s
True,,nan,15.0,0,1,211.3375,nan
True,1,male,31.0,1,0,57.0,s
True,,nan,4.0,0,1,13.4167,nan
False,3,male,25.0,0,0,7.225,c
False,1,male,60.0,0,0,26.55,s
False,2,male,52.0,0,0,13.5,s
True,3,female,,0,0,7.7333,q
False,1,male,49.0,1,1,110.8833,c
False,3,male,42.0,0,0,7.65,s
True,,nan,18.0,1,0,227.525,nan
True,1,male,35.0,0,0,26.2875,s
False,3,female,18.0,0,1,14.4542,c
False,3,male,25.0,0,0,7.7417,q
False,3,male,26.0,1,0,7.8542,s
False,2,male,39.0,0,0,26.0,s
True,2,female,45.0,0,0,13.5,s
True,1,male,42.0,0,0,26.2875,s
True,,nan,22.0,0,0,151.55,nan
True,1,female,24.0,0,0,49.5042,c
False,1,male,,0,0,26.55,s
True,1,male,48.0,1,0,52.0,s
False,3,male,29.0,0,0,9.4833,s
False,2,male,52.0,0,0,13.0,s
False,3,male,19.0,0,0,7.65,s
True,1,female,38.0,0,0,227.525,c
True,2,female,27.0,0,0,10.5,s
False,3,male,,0,0,15.5,q
False,3,male,33.0,0,0,7.775,s
True,2,female,6.0,0,1,33.0,s
False,3,male,17.0,1,0,7.0542,s
False,2,male,34.0,0,0,13.0,s
False,2,male,50.0,0,0,13.0,s
True,1,male,27.0,1,0,53.1,s
False,3,male,20.0,0,0,8.6625,s
True,2,female,30.0,3,0,21.0,s
True,3,female,,0,0,7.7375,q
False,2,male,25.0,1,0,26.0,s
False,3,female,25.0,1,0,7.925,s
True,1,female,29.0,0,0,211.3375,s
False,3,male,11.0,0,0,18.7875,c
False,3,male,28.0,0,0,16.1,s
False,3,female,48.0,1,3,34.375,s
True,,nan,35.0,0,0,512.3292,nan
True,1,male,,0,0,30.0,s
False,1,male,36.0,1,0,78.85,s
True,,nan,21.0,2,2,262.375,nan
False,3,male,24.0,1,0,16.1,s
True,3,male,31.0,0,0,7.925,s
False,1,male,70.0,1,1,71.0,s
False,3,male,16.0,1,1,20.25,s
True,2,female,30.0,0,0,13.0,s
False,1,male,19.0,1,0,53.1,s
False,3,male,31.0,0,0,7.75,q
True,2,female,4.0,1,1,23.0,s
True,3,male,6.0,0,1,12.475,s
False,3,male,33.0,0,0,9.5,s
False,3,male,23.0,0,0,7.8958,s
True,2,female,48.0,1,2,65.0,s
True,2,male,1.0,1,1,14.5,s
False,3,male,28.0,0,0,7.7958,s
True,,nan,33.0,0,0,86.5,nan
False,3,male,41.0,0,0,7.125,s
True,3,male,20.0,0,0,7.2292,c
True,1,female,36.0,1,2,120.0,s
False,3,male,16.0,0,0,7.775,s
True,1,female,51.0,1,0,77.9583,s
False,1,male,,0,0,39.6,c
False,3,female,30.0,0,0,7.75,q
False,3,male,,1,0,24.15,q
False,3,male,32.0,0,0,8.3625,s
False,3,male,24.0,0,0,9.5,s
False,3,male,48.0,0,0,7.8542,s
False,2,female,57.0,0,0,10.5,s
True,2,female,54.0,1,3,23.0,s
False,3,male,18.0,0,0,7.75,s
True,3,female,5.0,0,0,12.475,s
False,3,male,,0,0,7.7375,q
True,1,female,43.0,0,1,211.3375,s
True,3,female,13.0,0,0,7.2292,c
True,,nan,17.0,1,0,57.0,nan
False,1,male,29.0,0,0,30.0,s
False,3,male,,1,2,23.45,s
False,3,male,25.0,0,0,7.05,s
False,3,male,25.0,0,0,7.25,s
True,3,female,18.0,0,0,7.4958,s
False,3,male,8.0,4,1,29.125,q
True,3,male,1.0,1,2,20.575,s
False,1,male,46.0,0,0,79.2,c
False,2,male,16.0,0,0,26.0,s
False,1,male,,0,0,30.6958,c
False,3,male,25.0,0,0,7.8958,s
False,2,male,39.0,0,0,13.0,s
True,1,female,49.0,0,0,25.9292,s
True,3,female,31.0,0,0,8.6833,s
False,3,male,30.0,0,0,7.2292,c
False,3,female,30.0,1,1,24.15,s
True,2,female,31.0,1,1,26.25,s
True,1,male,11.0,1,2,120.0,s
True,3,male,0.0,0,1,8.5167,c
True,3,male,27.0,0,0,6.975,s
False,3,male,31.0,0,0,7.775,s
False,1,male,39.0,0,0,0.0,s
False,3,female,18.0,0,0,7.775,s
True,1,female,33.0,1,0,53.1,s
False,3,male,26.0,0,0,7.8875,s
False,3,male,39.0,0,0,24.15,s
False,2,male,35.0,0,0,10.5,s
False,3,female,6.0,4,2,31.275,s
False,3,female,23.0,0,0,7.925,s
False,2,male,31.0,1,1,37.0042,c
False,3,male,43.0,0,0,6.45,s
False,3,male,10.0,3,2,27.9,s
True,1,female,52.0,1,1,93.5,s
True,3,male,27.0,0,0,8.6625,s
False,1,male,38.0,0,0,0.0,s
True,3,female,27.0,0,1,12.475,s
False,3,male,2.0,4,1,39.6875,s
False,3,male,,0,0,6.95,q
False,3,male,,0,0,56.4958,s
True,,nan,1.0,0,2,37.0042,nan
True,3,male,,0,0,7.75,q
True,1,female,62.0,0,0,80.0,nan
True,,nan,15.0,1,0,14.4542,nan
True,2,male,1.0,1,1,18.75,s
False,3,male,23.0,0,0,7.8542,s
False,3,male,18.0,0,0,8.3,s
True,1,female,39.0,1,1,83.1583,c
False,3,male,21.0,0,0,8.6625,s
True,1,male,,0,0,29.7,c
False,3,male,20.0,0,0,7.925,s
False,2,male,16.0,0,0,10.5,s
True,1,female,30.0,0,0,31.0,c
False,3,male,34.0,0,0,6.4375,c
False,3,male,42.0,0,0,7.55,s
False,3,male,35.0,0,0,7.8958,c
False,2,male,28.0,0,1,33.0,s
True,1,female,,1,0,89.1042,c
False,3,male,4.0,4,2,31.275,s
False,3,male,74.0,0,0,7.775,s
False,3,female,9.0,1,1,15.2458,c
True,,nan,16.0,0,1,39.4,nan
False,2,female,44.0,1,0,26.0,s
True,3,female,18.0,0,1,9.35,s
True,1,female,45.0,1,1,164.8667,s
True,1,male,51.0,0,0,26.55,s
True,3,female,24.0,0,3,19.2583,c
False,3,male,41.0,2,0,14.1083,s
False,2,male,21.0,1,0,11.5,s
True,,nan,48.0,0,0,25.9292,nan
False,2,male,24.0,0,0,13.0,s
True,2,female,42.0,0,0,13.0,s
True,2,female,27.0,1,0,13.8583,c
False,1,male,31.0,0,0,50.4958,s
False,3,male,,0,0,9.5,s
True,,nan,4.0,1,1,11.1333,nan
True,1,female,47.0,1,1,52.5542,s
False,1,male,33.0,0,0,5.0,s
False,3,male,47.0,0,0,9.0,s
True,2,female,28.0,1,0,24.0,c
True,3,female,15.0,0,0,7.225,c
False,3,male,20.0,0,0,9.8458,s
True,1,female,56.0,0,1,83.1583,c
True,,nan,25.0,0,1,26.0,nan
False,3,male,33.0,0,0,7.8958,s
False,3,female,22.0,0,0,10.5167,s
False,2,male,28.0,0,0,10.5,s
False,3,female,39.0,0,5,29.125,q
True,1,female,19.0,0,0,30.0,s
False,3,female,,1,2,23.45,s
True,1,male,26.0,0,0,30.0,c
False,3,male,32.0,0,0,7.75,q
